"It includes 7 songs about imagination and love.\"";5000;come-on-a-journey-with-us-to-never-land;;AU;AUD;1398290220;1398290220;1395656779;1395698220;0;0;;
kkst1806140986;Star Trek - Horizon;An independent, feature-length film set during the time of Enterprise.;10000;star-trek-horizon;;US;USD;1400515219;1400515219;1396493438;1397923219;366;1
kkst1769339619;DRAGON WARRIORS:   a feature film starring James Marsters;"\"This new fantasy film is like The Lord of the Rings meets The Princess Bride. Starring James Marsters of  Buffy";"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"Angel\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\" and more.\"";2e+05;dragon-warriors-a-feature-film-starring-james-mars;;US;USD;1400516838;1400516838;1397006994;1397924838;1628
kkst1047284987;Einstein cosmos;Explore create or compete with others to be the master of the universe. An educational game for children and adults;40000;einstein-cosmos;;US;USD;1400518397;1400518397;1396978577;1397062397;2;0
kkst483248302;Inscape Premieres;Help Inscape perform the premieres of works by Peter Maxwell Davies, Nathan Lincoln-DeCusatis, Julia Adolphe, and Levan Iordanishvili.;12500;inscape-premieres;;US;USD;1400522548;1400522548;1395857674;1397498548;98;0
kkst1455632871;Once Upon a Time in the 1970s - Sci-Fi Webseries Season 2;In the probably-alternate 1970s, scientist heroes fight robots with rayguns and disco. Support Season 2 of this retro sci-fi adventure!;8000;once-upon-a-time-in-the-1970s-sci-fi-webseries-sea;;US;USD;1400524246;1400524246;1395276815;1398277846;182;1
kkst1390225861;Brounies Art: Street Fairs and Art Shows;Spread the joy of this illustrated species by helping a young artist sell her creations at fairs and art shows all around the Bay Area!;400;brounies-art-street-fairs-and-art-shows;;US;USD;1400524587;1400524587;1397706052;1398796587;2;0
kkst832443143;Images of Justice - The Nuremberg War Crimes Trials;The Nuremberg War Crimes Trials as photographed by my father, Ernest Farino (Sr.), one of the official U.S. Army photographers.;20000;images-of-justice-the-nuremberg-war-crimes-trials;;US;USD;1400524638;1400524640;1393955414;1397932638;58;0
kkst896033078;Family: The Story of Malignus Youth;A documentary of Malignus Youth, a punk rock band from Arizona, who rose up out of a troubled region, to form a tight knit community.;10000;family-the-story-of-malignus-youth;;US;USD;1400524839;1400524839;1395951199;1398796839;155;1
kkst1161211177;WALL;INTERACTIVE PERFORMANCE 'WALL' - MAY 16 - BERLIN, GERMANY. SUPPORT IT!;700;wall;;US;USD;1400525591;1400525592;1399060376;1399661591;1;0
kkst1636776237;Dragon Scales Metal Designer Gaming Dice;Fantasy themed dice for miniature and role-playing games. Precision cut by CNC machines to give you the best metal dice possible.;170;dragon-bones-metal-designer-gaming-dice;;GB;GBP;1400526000;1400526011;1385058007;1397847131;381;1
kkst23276914;Lingotronic: Tools to make language learning easy and fun.;Take control of your foreign language learning. Study what you want, when you want with audio lesson builders and other tools.;8800;lingotronic-tools-to-make-language-learning-easy-a;;CA;CAD;1400529360;1399556424;1388818661;1397225508;34;0
kkst1650668702;d4 - Rollable 4 Sided Dice;4-Sided rollable dice - 3/4 inch ~ 19.05mm Multiple colors with additional designs in the stretch outs. Addons available. Roll that d4.;2500;rollable-4-sided-dice;;GB;GBP;1400529600;1400529611;1389416340;1397796670;448;1
kkst1713101874;Hummingbird Home;This is a wonderfully heartfelt story of how two baby hummingbirds overcome insurmountable circumstances of losing   almost everything.;3000;hummingbird-home;;US;USD;1400530440;1400530440;1394396081;1395487048;2;0
kkst1348032135;You Are Not Allowed To Come Back After: Short Stories;"You Are Not Allowed To Come Back After  is a story collection about trying to hold on to things that are wildly out of your control.\"";500;you-are-not-allowed-to-come-back-after-short-stori;;US;USD;1400531515;1400531515;1397188281;1397853115;42;1
kkst296089499;Detroit Poster;A NEW illustrated poster of Detroit, featuring the landmarks, buildings, companies and culture that make it cool.;36000;detroit-poster;;US;USD;1400532543;1400532543;1385654489;1397940543;5;0
kkst923074016;Two Noble Kinsmen: Fire & Shadows;Bare Theatre & Cirque de Vol Studios are back for another outdoor adventure in the amphitheatre at Raleigh Little Theatre!;5000;two-noble-kinsmen-fire-and-shadows;;US;USD;1400533200;1400533211;1396898923;1398348859;126;1
kkst521538247;Milwaukee Breakwater Lighthouse Restoration Phase 1;First lit in 1926, and entirely offshore, the Lighthouse sits just east of Summerfest. Help us open it to the public!;25000;milwaukee-breakwater-lighthouse-restoration-phase;;US;USD;1400533340;1400533340;1379531408;1395349340;18;0
kkst792100429;A Year In Art: Smash, Sort, Glue, Paint, Repeat.;A year (or more) worth of art utilizing typically discarded items to inspire others and reimagine the world around us!;33446;a-year-in-art-smash-sort-glue-paint-repeat;;US;USD;1400534817;1400534817;1396986400;1397683617;5;0
kkst1434652132;Yellow Spring High School Restroom Transformation;The YS Student Review Board is raising money to transform our restrooms from an outdated nightmare into an amazing public space.;3000;yellow-spring-high-school-restroom-transformation;;US;USD;1400536800;1400536812;1397246667;1398112192;62;1
kkst1412753497;Solo, Chamber and Orchestral Works from Six Continents;This is a proposed commercial CD with works from Africa, North America, Australia, South America, Europe and Asia.;5500;solo-chamber-and-orchestral-works-from-six-contine;;US;USD;1400537940;1400537940;1390357961;1397520524;2;0
kkst105908078;Rebuilding The Old Grist Mill Tavern;We are restoring The Old Grist Mill Tavern and look forward to  being able to serve our guests in this uniquely New England setting.;131000;rebuilding-the-old-grist-mill-tavern;;US;USD;1400538196;1400538197;1397685420;1399328596;40;0
kkst1619049508;Mythica: A Quest for Heroes - starring Kevin Sorbo;Mythica is an epic fantasy following the exploits of Marek, a slave girl destined to be a great wizard, and her team of adventurers.;75000;mythica-a-quest-for-heroes-starring-kevin-sorbo;;US;USD;1400540400;1400540411;1397060475;1397829487;1527;1
kkst10205736;Home Grown - all original CD;"\"My first CD - ten original songs - all acoustic - country, folk & gospel (Americana) -  Homegrown";500;home-grown-all-original-cd;;US;USD;1400540900;1400540901;1370923307;1398121700;20;1
kkst1612861878;Frillbilly Album;Recording a song-cycle of surreal folksy tunes about aliens/childhood.  Arrangements for piano, drums, brass, synthesizer and voice.;5000;frillbilly-album;;US;USD;1400547000;1400547000;1380481788;1399258709;116;1
kkst342620981;Fortress of Inca - Handmade Shoes - 1 Year Buyback Program;Premium handmade shoes and boots. Highest quality leathers and materials. Fair trade. Inspired by an adventurous spirit.;18000;fortress-of-inca-handmade-shoes-1-year-buyback-pro;;US;USD;1400550730;1400550730;1393434138;1397613130;139;1
kkst1181985129;Good Cop Bad Cop;The hidden identity, bluffing, and deduction game about a corrupted police district.;3000;good-cop-bad-cop;;US;USD;1400551200;1400551210;1387479488;1396603333;374;1
kkst1935753345;Barony + NEW PUBLIC ALPHA!;Barony is a 3D first-person RPG featuring co-op multiplayer, roguelike dungeon-crawling, procedural content and complex enemy behaviors;8000;barony;;US;USD;1400552423;1400552423;1393813994;1397960423;18;0
kkst99658062;Claiming 2014;Claim a work inspired by a year long journey of change, and begin your own journey to Claiming 2014!;5000;claiming-2014;;US;USD;1400552570;1400552571;1392919305;1397960570;7;0
kkst1823623331;"Autumn Moon  Werewolf Feature Film (Canceled)\"";Autumn Moon Will be an Old-School Werewolf Movie With Enough Fear and Blood to Satisfy Every Horror Fan!;250000;autumn-moon;;US;USD;1400552860;1400432600;1394222110;1397701660;27;0
kkst167523042;NW Street Hits Volume 1 / Suave Productionz;Music Studio Producer / Artist for over 15 yrs, I write my own music, create my own beats, mix and mastered over 100+ tracks 50+ Artist;50000;nw-street-hits-volume-1-suave-productionz;;US;USD;1400553051;1400553051;1392265601;1397961051;1;0
kkst764596521;London Liberty Gardens - Educational Farm Initiative;A cross sector collaboration of;;;;;;;;;;;
sustainable practices yielding innovative public;;;;;;;;;;;;;
"access to educational farming resources.\"";10000;london-liberty-gardens-educational-farm-initiative;;CA;CAD;1400554485;1400554485;1398308452;1398826485;1;0;;
kkst1330851906;AFY Cupola - Statue Sensory Web Frame Turret;This Is a fund to acquire components and build the AudioFeelYa Laser Cupola / Core Statue / Sensory Web Frame TactileTower.;350;afy-cupola-statue-sensory-web-frame-turret;;US;USD;1400554800;1400554812;1399508567;1399930468;9;1
kkst625891449;CB + P  (CounterBalance + Pen);If you want a unique precision writing instrument, unlike any other pen on Kickstarter, then the CB + P pen is for you.;5000;cb-p-counterbalance-pen;;US;USD;1400558100;1400558102;1396137636;1397684143;217;1
kkst1084108311;Hydra Effect Debut EP;Hard Rock with a Positive Message. Help us fund, release and promote our debut EP!;2000;hydra-effect-debut-ep;;US;USD;1400561940;1400561940;1388250949;1397679445;40;0
kkst1406407752;Destiny Jones;In the midst of solving a sexual assault case, NYPD detective Destiny Jones faces her dark past and childhood abuser -- her stepfather.;1000;destiny-jones;;US;USD;1400568989;1400568989;1396394280;1397026589;16;0
kkst1414490688;A Season of Love and Music (Spring 2014);Don’t miss Golden Thread’s new family-friendly play with live music about Ziryab, the 9th century musician and cultural trailblazer!;11140;a-season-of-love-and-music-spring-2014;;US;USD;1400569140;1400569141;1397254349;1397854356;46;0
kkst228553178;"Come Little Green Snake : Anzaldúa Publication\"";Collection of poems, stories, essays, and artwork about woundedness and the healing potential of Gloria E. Anzaldúa's writing.;200;come-little-green-snake-anzaldua-publication;;US;USD;1400569140;1400569140;1395349820;1395428710;5;0
kkst1847056684;Fire, Ashes & Flower;After a fire ashes are created and from the ashes life is emerging;1570;fire-ashes-and-flower;;US;USD;1400569884;1400569884;1394010602;1398150684;4;0
kkst1056136525;The McRibbie Experiment;A quirky low-budget British sitcom about a man flatsharing with a cloudcuckoolander robot and a mad scientist from a parallel universe.;500;the-mcribbie-experiment;;GB;GBP;1400582999;1400582999;1397344154;1397990999;1;0
kkst1634708564;Sound Proof Our Studio So We Can Record A New E.P.;We wish to record a new E.P., but the sound quality is effected by passing traffic & background noises.;550;sound-proof-our-studio-so-we-can-record-a-new-ep;;GB;GBP;1400583924;1400583924;1396305837;1396695924;3;0
kkst614459156;Hand-crafted Leather Harnesses for Rats & Other Rodents;Hand-crafted, custom-fitted, real leather harnesses with detachable leads for rats and other large rodent pets. Estimate £12 each.;150;hand-crafted-leather-harnesses-for-rats-and-other;;GB;GBP;1400587217;1400587217;1398194320;1398859217;13;1
kkst1582427630;A Record Waiting to be Born!;I am in the final stages of completing my latest recording project.  This is all original music written by yours truly.;3500;a-record-waiting-to-be-born;;US;USD;1400590076;1400590076;1389997571;1395406076;29;0
kkst1649518545;How to Get Famous - A Spoof, Reality Show;A satirical spoof of a reality show and it's deluded, fame hungry contestants. Think 'Curb your Enthusiam' meets 'Big Brother.';750;how-to-get-famous-a-spoof-reality-show;;GB;GBP;1400592869;1400592869;1396805588;1398000869;1;0
kkst367995608;"\"The C.B. Handplane Federation Movie  Sin Cara's";The first ever full length handplane/bodysurfing movie is brought to you by the same guys that put on the Intergalactic Whomporama!;5000;the-cb-handplane-federation-movie-sin-caras;;US;USD;1400593980;1400593980;1396359771;1398695058;4;0
kkst174359999;ZEM Shoes - Engineered for WOW!;ZEM Shoes - Exceptional Performance and Comfort with the WOW Factor of Total Flexibility!;53000;zem-shoes-engineered-for-wow;;US;USD;1400594934;1400594934;1393865169;1397570934;306;0
kkst1140712624;The Medicina Album: Spiritual Feminine Hip Hop;Blazin' bilingual hip hop album that speaks much-needed truth in a spirit of love, healing and empowerment for us all!;5000;the-medicina-album-spiritual-feminine-hip-hop;;US;USD;1400597197;1400597197;1391289164;1397832397;87;0
kkst215929080;UN-Muzzle A Narrator;I've found the perfect professional voice actor to read my series, Dreamwood Tales.;840;a-narrator-for-my-dreamwood-tales-book-series;;US;USD;1400599020;1400599021;1398006333;1398290050;21;0
kkst1287595071;Chronicles of the Rift;An RPG system for Indies everywhere.;;;;;;;;;;;
Customizable;modifiable and completely Free!;;;;;;;;;;;;
"Demo inside!\"";1;chronicles-of-the-rift;;US;USD;1400599571;1400599573;1397549362;1398007571;53;1;;
kkst236304791;The Morehead International Independent Film Festival;A film fest that airs on KET, PBS affiliate in Kentucky. This program will bring a collection of worldwide films to a Midwest audience.;1000;the-morehead-international-independent-film-festiv;;US;USD;1400601286;1400601286;1397859162;1398700486;2;0
kkst421678385;Liberal Dan Radio 2014;Help Liberal Dan Radio expand listeners and reach through the end of 2014.;750;liberal-dan-radio-2014;;US;USD;1400605140;1400605141;1396541440;1398006678;16;0
